MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice
30,RL,4130,Inside,1Fam,6,1935,2003,VinylSd,0,270,52000
50,C (all),8712,Inside,1Fam,7,1900,1950,MetalSd,0,859,102776
120,RL,4671,Inside,TwnhsE,5,1988,1989,HdBoard,0,1228,189000
190,RL,9873,Inside,2fmCon,5,1970,1970,HdBoard,0,960,129000
60,RL,13517,CulDSac,1Fam,8,1976,2005,HdBoard,0,725,130500
20,RL,10140,Inside,1Fam,5,1974,1974,HdBoard,0,1064,165000
70,RM,10800,Inside,1Fam,8,1890,1998,Wd Sdng,0,718,159500
20,RL,10000,Inside,1Fam,6,1973,2000,HdBoard,0,1176,157000
60,RL,10542,Inside,1Fam,5,1993,1994,Wd Sdng,0,1311,341000
20,RL,9920,Inside,1Fam,6,1969,1969,HdBoard,0,971,128500
120,RL,6563,CulDSac,1Fam,5,1985,1985,HdBoard,0,1742,275000
120,RM,4426,Inside,TwnhsE,5,2004,2004,VinylSd,0,848,143000
20,RL,8120,Inside,1Fam,7,1970,1970,MetalSd,0,864,124500
50,RL,8172,Inside,1Fam,6,1954,1972,MetalSd,0,941,135000
20,RL,13286,Inside,1Fam,5,2007,2008,CemntBd,0,1698,320000
20,RL,6960,Inside,1Fam,6,1970,1970,HdBoard,239,864,120500
20,RL,21695,Corner,1Fam,9,1988,2007,Wd Sdng,0,880,222000
20,RL,7314,Inside,1Fam,5,2007,2007,VinylSd,0,1232,194500
90,RL,11475,Corner,Duplex,5,1958,1958,VinylSd,0,1584,110000
30,RM,6240,Inside,1Fam,5,1925,1950,MetalSd,0,780,103000
120,RL,5389,Inside,TwnhsE,5,1995,1996,CemntBd,0,1595,236500
80,RL,9590,Corner,1Fam,5,2003,2003,VinylSd,0,868,187500
60,RL,11404,Inside,1Fam,5,1998,1999,VinylSd,0,1153,222500
20,RL,10000,Corner,1Fam,6,1961,1983,HdBoard,0,864,131400
20,RL,8978,Corner,1Fam,5,1968,1968,Plywood,0,948,108000
75,RM,10800,Inside,1Fam,7,1914,1970,Wd Sdng,0,880,163000
90,RL,8544,Inside,Duplex,4,1950,1950,Stucco,0,0,93500
60,RL,10463,CulDSac,1Fam,5,2005,2005,VinylSd,0,893,239900
90,RL,10800,Inside,Duplex,5,1987,1988,Plywood,0,1200,179000
60,RL,9313,Inside,1Fam,5,2004,2004,VinylSd,0,864,190000
70,RM,9600,Inside,1Fam,7,1910,2002,Wd Sdng,0,264,132000
20,RL,6768,Inside,1Fam,8,1961,1996,HdBoard,0,912,142000
20,RL,8450,Inside,1Fam,5,2000,2001,VinylSd,0,1349,179000
80,RL,12886,Inside,1Fam,6,1963,1999,HdBoard,0,520,175000
120,RL,5395,Inside,TwnhsE,5,1993,1993,HdBoard,0,1337,180000
60,RL,8963,Inside,1Fam,9,1976,1996,VinylSd,80,1142,299800
60,RL,8795,Inside,1Fam,5,2000,2000,VinylSd,0,952,236000
70,RM,11700,Corner,1Fam,7,1880,2003,Stucco,0,1240,265979
20,RL,10593,Inside,1Fam,5,1996,1996,VinylSd,0,1720,260400
50,RL,8405,Inside,1Fam,3,1945,1950,WdShing,0,0,98000
50,RM,8800,Corner,1Fam,7,1910,2004,Wd Sdng,0,576,96500
60,RL,7750,Inside,1Fam,5,2003,2003,VinylSd,0,660,162000
20,RL,9236,Inside,1Fam,5,1997,1997,VinylSd,0,1479,217000
60,RL,10240,Inside,1Fam,5,2005,2005,VinylSd,0,1030,275500
20,RL,7930,Inside,1Fam,8,1969,2005,Plywood,472,1026,156000
160,FV,3230,Inside,TwnhsE,5,1999,1999,MetalSd,0,729,172500
60,RL,10769,Inside,1Fam,5,2007,2007,VinylSd,0,866,212000
60,RL,11616,CulDSac,1Fam,5,1978,1978,HdBoard,0,672,158900
160,FV,2280,Inside,Twnhs,5,1999,1999,MetalSd,0,744,179400
60,RL,12257,Inside,1Fam,5,1995,1995,VinylSd,64,1318,290000
20,RL,9100,Inside,1Fam,6,1959,1959,Wd Sdng,0,864,127500
30,RM,6911,FR2,1Fam,5,1924,1950,Wd Sdng,0,1145,100000
60,FV,8640,Inside,1Fam,5,2009,2009,VinylSd,0,756,215200
60,RL,9430,Inside,1Fam,5,1999,1999,VinylSd,0,1252,337000
120,RL,9549,CulDSac,TwnhsE,5,1995,1996,BrkFace,1057,1494,270000
20,RL,14587,Inside,1Fam,5,2008,2008,VinylSd,0,1498,264132
60,RL,10421,Inside,1Fam,5,1988,1988,HdBoard,0,980,196500
50,RL,12508,Inside,1Fam,7,1940,1985,VinylSd,0,983,160000
20,RL,9100,Inside,1Fam,5,2004,2005,VinylSd,0,1860,216837
60,RL,53504,CulDSac,1Fam,5,2003,2003,CemntBd,0,1650,538000
85,RL,7252,CulDSac,1Fam,5,1982,1982,Wd Sdng,0,858,134900
20,RL,8877,Inside,1Fam,5,1951,1951,Wd Sdng,0,836,102000
80,RL,7819,Inside,1Fam,5,1976,1976,Plywood,127,1029,107000
20,RL,10150,Inside,1Fam,5,1958,1958,Wd Sdng,0,912,114500
20,RL,14226,Corner,1Fam,5,2006,2006,VinylSd,0,1935,395000
120,RM,4500,FR2,TwnhsE,5,1998,1998,VinylSd,0,1204,162000
20,RL,11210,Inside,1Fam,5,2005,2006,VinylSd,0,1614,221500
20,RL,13350,Inside,1Fam,5,1974,1974,HdBoard,0,864,142500
90,RH,8400,Inside,Duplex,5,1977,1977,Plywood,0,0,144000
90,RL,10530,Inside,Duplex,5,1977,1977,Plywood,0,975,135000
20,RL,7875,Inside,1Fam,5,1995,1996,HdBoard,0,1237,176000
60,RL,7153,Inside,1Fam,5,1992,1992,VinylSd,0,761,175900
20,RL,16285,Inside,1Fam,5,2001,2002,VinylSd,0,1413,187100
85,RL,9101,Corner,1Fam,6,1978,1978,Plywood,0,1097,165500
75,RM,6300,Inside,1Fam,6,1914,2001,Wd Sdng,0,742,128000
20,RL,9790,Inside,1Fam,5,1967,1967,BrkFace,630,1372,161500
50,RM,10800,Inside,1Fam,6,1915,1950,MetalSd,0,686,139000
60,RL,10142,Inside,1Fam,5,2004,2004,VinylSd,0,956,233000
20,RM,6000,Corner,1Fam,7,1954,2000,MetalSd,0,901,107900
60,RL,12205,Inside,1Fam,8,1966,2007,HdBoard,0,832,187500
120,RL,3182,Inside,TwnhsE,5,2005,2006,VinylSd,0,1145,160200
80,RL,11333,Corner,1Fam,5,1976,1976,HdBoard,0,1029,146800
60,RL,9920,CulDSac,1Fam,5,1996,1997,MetalSd,0,1117,269790
20,RL,9158,Inside,1Fam,5,2007,2007,CemntBd,0,1496,225000
60,RL,10832,Corner,1Fam,5,1994,1996,MetalSd,0,712,194500
60,RL,8400,Inside,1Fam,6,1980,1981,HdBoard,0,650,171000
20,RL,8197,Inside,1Fam,5,1977,1977,Plywood,0,660,143500
20,RL,7677,Inside,1Fam,5,1953,1953,VinylSd,0,773,110000
60,RL,13518,Inside,1Fam,5,2008,2009,VinylSd,0,1926,485000
50,RL,7200,Corner,1Fam,7,1937,1950,Wd Sdng,0,731,175000
60,RL,12798,Inside,1Fam,5,1997,1997,VinylSd,0,616,200000
30,RM,4800,Inside,1Fam,7,1916,1990,MetalSd,0,1196,109900
60,RL,8199,Inside,1Fam,5,2005,2005,WdShing,0,728,189000
60,RL,13891,Inside,1Fam,5,2008,2009,VinylSd,0,1734,582933
20,RL,9000,Inside,1Fam,5,1954,1954,Wd Sdng,0,936,118000
20,RL,12274,FR2,1Fam,5,2008,2008,VinylSd,0,1417,227680
80,RL,9750,Inside,1Fam,5,1967,1967,VinylSd,480,980,135500
70,RL,21384,Inside,1Fam,6,1923,2004,Wd Sdng,0,1324,223500
80,RL,13400,Inside,1Fam,5,1966,1966,VinylSd,128,1024,159950
75,RM,8100,Corner,1Fam,5,1898,1965,AsbShng,0,849,106000
20,RL,10140,Inside,1Fam,6,1974,1999,HdBoard,377,1040,181000
120,RM,4438,Inside,TwnhsE,5,2004,2004,VinylSd,0,848,144500
20,C (all),8712,Inside,1Fam,5,1952,1952,Wd Sdng,0,540,55993
20,RL,9750,Inside,1Fam,6,1958,1958,MetalSd,0,1442,157900
50,RL,8248,Inside,1Fam,7,1918,1950,Stucco,0,686,116000
20,RL,12137,CulDSac,1Fam,5,1998,1998,VinylSd,0,1649,224900
20,RL,11425,Corner,1Fam,6,1954,1954,BrkFace,0,1008,137000
20,RL,13265,CulDSac,1Fam,5,2002,2002,CemntBd,0,1568,271000
80,RL,8816,Inside,1Fam,7,1971,1971,HdBoard,0,1010,155000
120,RL,6371,Inside,TwnhsE,5,2009,2010,VinylSd,0,1358,224000
60,RL,7226,CulDSac,1Fam,5,2003,2003,VinylSd,0,798,183000
20,RM,6000,Inside,2fmCon,4,1953,1953,MetalSd,0,936,93000
60,RL,12394,Corner,1Fam,5,2003,2003,VinylSd,0,847,225000
50,RL,9900,Inside,1Fam,7,1940,1950,VinylSd,0,778,139500
20,FV,11216,Inside,1Fam,5,2006,2006,VinylSd,0,1489,232600
20,RL,14803,Inside,1Fam,5,2007,2008,CemntBd,0,2078,385000
45,RM,6130,Inside,1Fam,6,1924,1950,MetalSd,0,784,109500
20,RL,8529,Inside,1Fam,5,2001,2001,VinylSd,0,1454,189000
60,RL,28698,CulDSac,1Fam,5,1967,1967,Plywood,764,1013,185000
160,FV,2544,Inside,Twnhs,5,2005,2005,MetalSd,0,600,147400
20,RL,11900,Corner,1Fam,5,1957,1957,HdBoard,0,1392,166000
160,FV,3180,Inside,TwnhsE,5,2005,2005,MetalSd,0,600,151000
60,RL,9548,CulDSac,1Fam,6,2003,2003,VinylSd,0,941,237000
20,RL,10004,Inside,1Fam,6,1964,1964,HdBoard,345,1516,167000
20,RL,7875,Inside,1Fam,6,1961,1961,VinylSd,0,1144,139950
20,RL,9600,Inside,1Fam,7,1950,1995,VinylSd,0,1067,128000
30,RM,8100,Inside,1Fam,6,1948,1973,VinylSd,0,1559,153500
160,RM,1680,Inside,Twnhs,5,1973,1973,HdBoard,0,483,100000
20,RL,9525,Inside,1Fam,6,1995,2006,VinylSd,0,1099,144000
50,RL,11767,Inside,1Fam,6,1946,1995,MetalSd,0,768,130500
70,RH,12155,Inside,1Fam,8,1925,1950,Wd Sdng,0,672,140000
70,RM,10440,Inside,1Fam,8,1904,2002,MetalSd,0,650,157500
80,RL,9020,Inside,1Fam,7,1966,1966,HdBoard,539,1127,174900
90,RL,8000,Corner,Duplex,4,1961,1961,BrkFace,0,1800,141000
50,RM,12665,Inside,1Fam,8,1915,1950,Wd Sdng,0,876,153900
85,RL,16647,CulDSac,1Fam,5,1975,1981,HdBoard,0,1390,171000
60,RL,9317,Inside,1Fam,5,1993,1993,HdBoard,0,740,213000
20,RL,15523,CulDSac,1Fam,6,1972,1972,HdBoard,0,864,133500
50,RL,45600,Inside,1Fam,8,1908,1997,Wd Sdng,0,907,240000
80,RL,9600,FR2,1Fam,7,1976,1994,Plywood,0,528,187000
120,RM,4435,Inside,TwnhsE,5,2003,2003,VinylSd,0,848,131500
120,RL,3196,Inside,TwnhsE,5,2003,2003,VinylSd,0,1273,215000
75,RL,7128,Inside,1Fam,5,1941,1950,MetalSd,0,918,164000
80,RL,12095,Corner,1Fam,6,1964,1964,MetalSd,0,1127,158000
20,RL,17920,Inside,1Fam,4,1955,1974,Wd Sdng,1085,1763,170000
20,RL,6897,Corner,1Fam,8,1962,2010,HdBoard,0,1040,127000
80,RL,10970,Inside,1Fam,6,1978,1978,Plywood,435,940,147000
60,RL,8125,Inside,1Fam,5,1994,1995,HdBoard,0,702,174000
20,RL,10400,Inside,1Fam,5,1976,1976,HdBoard,0,1090,152000
60,RL,11029,Corner,1Fam,7,1968,1984,HdBoard,0,1054,250000
50,RL,7642,Corner,1Fam,8,1918,1998,Wd Sdng,0,912,189950
190,RL,11625,Inside,2fmCon,4,1965,1965,Plywood,0,1039,131500
20,RL,9672,Corner,1Fam,5,1984,1985,HdBoard,0,1040,152000
20,RL,7931,Inside,1Fam,5,1959,1959,BrkFace,0,1148,132500
20,FV,8640,Inside,1Fam,5,2007,2008,VinylSd,0,1372,250580
20,RL,8750,Inside,1Fam,6,1970,1970,MetalSd,0,1002,148500
20,RL,10656,Inside,1Fam,5,2006,2007,VinylSd,0,1638,248900
20,RL,6970,Corner,1Fam,5,1961,1961,VinylSd,0,1040,129000
60,RL,14762,Corner,1Fam,6,1948,1950,Plywood,0,0,169000
60,RL,9938,Inside,1Fam,5,1993,1994,MetalSd,0,1050,236000
20,RL,6600,Inside,1Fam,5,1962,1962,MetalSd,0,894,109500
60,RL,8750,Inside,1Fam,5,1998,1998,VinylSd,0,804,200500
20,RL,8892,Corner,1Fam,7,1953,1996,WdShing,0,105,116000
40,RL,12144,Inside,1Fam,7,1949,1950,HdBoard,0,832,133000
50,RM,5720,Inside,1Fam,6,1941,1950,Wd Sdng,0,676,66500
60,FV,9000,Inside,1Fam,5,2007,2007,CemntBd,0,1184,303477
20,RL,25286,Inside,1Fam,5,1963,1963,HdBoard,0,1064,132250
60,RL,8834,Inside,1Fam,5,2004,2005,VinylSd,0,1462,350000
85,RL,11782,Inside,1Fam,7,1961,1995,HdBoard,0,1109,148000
20,RL,7000,CulDSac,1Fam,8,1978,2005,VinylSd,0,864,136500
20,RL,7024,Inside,1Fam,5,2005,2006,VinylSd,0,1090,157000
50,RL,13758,CulDSac,1Fam,5,1990,1991,HdBoard,0,1156,187500
60,RL,9636,Corner,1Fam,5,1992,1993,VinylSd,0,808,178000
75,RL,6204,Inside,1Fam,5,1912,1950,Wd Sdng,0,795,118500
20,RL,7150,Inside,1Fam,5,1967,1967,HdBoard,0,892,100000
120,FV,5119,CulDSac,TwnhsE,5,1999,2000,MetalSd,0,1698,328900
90,RL,8393,Corner,Duplex,5,1959,2005,MetalSd,0,1626,145000
50,RL,16466,Inside,1Fam,7,1955,1955,MetalSd,0,816,135500
20,RL,15865,Inside,1Fam,6,1970,1970,Wd Sdng,823,2217,268000
20,RL,12160,Inside,1Fam,4,1953,1953,Wd Sdng,0,1505,149500
50,RL,8064,Corner,1Fam,7,1949,2006,MetalSd,0,672,122900
60,RL,11184,Inside,1Fam,5,1978,1978,HdBoard,500,918,172500
20,RL,8414,Inside,1Fam,8,1963,2003,HdBoard,0,1059,154500
20,RL,13284,Inside,1Fam,5,1954,1954,Wd Sdng,0,1383,165000
90,RL,7018,Inside,Duplex,5,1979,1979,Plywood,0,0,118858
60,RL,7056,Inside,1Fam,5,1963,1963,HdBoard,0,780,140000
30,RM,8765,Inside,1Fam,6,1936,1950,Wd Sdng,0,951,106500
90,RL,7018,Inside,Duplex,5,1979,1979,Plywood,0,0,142953
20,RL,12919,Inside,1Fam,5,2009,2010,VinylSd,0,2330,611657
20,RL,6993,Inside,1Fam,7,1961,1994,HdBoard,0,912,135000
20,RL,7340,Inside,1Fam,6,1971,1971,HdBoard,0,858,110000
20,RL,8712,Inside,1Fam,7,1957,2000,MetalSd,0,992,153000
60,RL,7875,Inside,1Fam,5,2003,2003,VinylSd,0,783,180000
20,RL,14859,CulDSac,1Fam,5,2006,2006,VinylSd,0,1670,240000
20,RL,6173,Inside,1Fam,6,1967,1967,HdBoard,0,876,125500
20,RL,9920,Inside,1Fam,5,1954,1954,HdBoard,290,1056,128000
20,RL,13501,Corner,1Fam,5,2006,2006,VinylSd,0,1623,255000
50,RL,11500,Inside,1Fam,7,1936,1987,BrkFace,0,1017,250000
20,RL,8885,Inside,1Fam,5,1983,1983,HdBoard,324,864,131000
60,RL,12589,Inside,1Fam,5,2005,2005,VinylSd,0,742,174000
90,RL,11600,Corner,Duplex,5,1960,1960,MetalSd,0,1105,154300
20,RL,9286,CulDSac,1Fam,7,1977,1989,HdBoard,0,1268,143500
30,RM,6120,Inside,1Fam,7,1925,1950,MetalSd,0,768,88000
90,RH,6270,Inside,Duplex,6,1949,1950,MetalSd,0,1001,145000
160,FV,3000,Inside,TwnhsE,5,2009,2009,VinylSd,0,612,173733
160,RM,2001,Inside,Twnhs,5,1970,1970,CemntBd,0,546,75000
20,C (all),9000,Inside,1Fam,3,1949,1950,AsbShng,0,480,35311
20,RL,17140,Inside,1Fam,6,1956,1956,VinylSd,0,1134,135000
60,RL,13125,Corner,1Fam,5,1991,1991,HdBoard,634,1104,238000
20,RL,11029,Corner,1Fam,8,1958,2002,MetalSd,411,1184,176500
60,RL,8462,Inside,1Fam,5,1994,1994,HdBoard,0,928,201000
90,RL,8777,Inside,Duplex,7,1900,2003,MetalSd,0,1272,145900
20,RL,10237,Inside,1Fam,5,2005,2006,VinylSd,0,1316,169990
120,RL,8012,Inside,TwnhsE,5,1993,1994,Plywood,841,1604,193000
20,RL,10240,Inside,1Fam,6,1980,1980,Plywood,1061,1686,207500
20,RL,15611,Corner,1Fam,6,1977,1977,VinylSd,93,1126,175000
60,RL,11999,Inside,1Fam,5,2003,2004,VinylSd,0,1181,285000
60,RL,9900,Inside,1Fam,5,1968,1968,MetalSd,0,832,176000
20,RL,11838,Inside,1Fam,5,2001,2001,VinylSd,0,1753,236500
60,RL,13006,Corner,1Fam,5,1997,1997,HdBoard,0,964,222000
20,RL,8925,Inside,1Fam,5,2007,2007,VinylSd,0,1466,201000
20,RL,9100,Inside,1Fam,6,1965,1965,VinylSd,466,925,117500
20,RL,11670,Corner,1Fam,5,2006,2006,VinylSd,0,1905,320000
20,RL,8487,FR2,1Fam,5,2004,2004,VinylSd,0,1500,190000
20,RL,27650,Inside,1Fam,7,1960,2007,Wd Sdng,0,585,242000
30,RL,5825,Inside,1Fam,5,1926,1953,MetalSd,0,600,79900
20,RL,10083,Inside,1Fam,5,2003,2003,VinylSd,0,1176,184900
60,RL,9675,Inside,1Fam,5,2005,2005,VinylSd,0,1113,253000
60,RL,8760,Inside,1Fam,5,2006,2006,VinylSd,0,1391,239799
70,RL,24090,Inside,1Fam,7,1940,1950,MetalSd,0,1032,244400
90,RL,12640,Inside,Duplex,5,1976,1976,Plywood,396,1728,150900
60,RL,8755,FR2,1Fam,5,1999,1999,VinylSd,0,992,214000
90,RL,7711,Inside,Duplex,3,1977,1977,MetalSd,0,1440,150000
90,RL,25000,Inside,Duplex,4,1967,1967,HdBoard,0,1632,143000
20,RL,14375,CulDSac,1Fam,6,1958,1958,HdBoard,354,819,137500
50,RM,8820,Corner,1Fam,6,1890,1996,VinylSd,0,1088,124900
80,RL,8163,Inside,1Fam,6,1959,1959,HdBoard,294,1144,143000
20,RL,14536,Inside,1Fam,5,2002,2003,VinylSd,0,1616,270000
60,RL,14006,Inside,1Fam,5,2002,2002,VinylSd,0,936,192500
20,RL,9360,Inside,1Fam,7,1972,2006,Plywood,0,1161,197500
20,RL,7200,Inside,1Fam,8,1950,2002,VinylSd,149,864,129000
20,RH,7800,Corner,1Fam,5,1965,1965,VinylSd,0,828,119900
85,RL,7200,Inside,1Fam,8,1972,2003,WdShing,0,768,133900
60,RL,11075,Inside,1Fam,4,1969,1969,HdBoard,193,784,172000
90,RL,9400,CulDSac,Duplex,5,1975,1975,WdShing,0,945,127500
90,RH,7136,Inside,Duplex,6,1946,1950,MetalSd,0,979,145000
160,RM,1300,Inside,TwnhsE,6,1980,1980,MetalSd,0,561,124000
20,RL,7420,Inside,1Fam,5,1962,1962,MetalSd,0,1057,132000
20,RL,8450,Inside,1Fam,5,2003,2003,VinylSd,0,1337,185000
160,FV,2572,FR2,Twnhs,5,1999,1999,MetalSd,0,696,155000
20,RL,7207,Inside,1Fam,7,1958,2008,Wd Sdng,0,858,116500
60,RL,12227,Corner,1Fam,7,1977,1995,HdBoard,0,1330,272000
160,RL,2308,Corner,TwnhsE,6,1976,1976,Plywood,0,804,155000
20,RL,11923,Corner,1Fam,5,2007,2007,VinylSd,0,1800,239000
60,RL,11316,Corner,1Fam,5,2002,2003,VinylSd,0,817,214900
60,RL,10237,Inside,1Fam,5,2005,2007,VinylSd,0,783,178900
50,RL,9600,Inside,1Fam,7,1940,1950,MetalSd,0,728,160000
20,RL,7390,Inside,1Fam,7,1955,1955,Wd Sdng,0,1098,135000
50,RM,5925,Inside,1Fam,6,1910,1950,VinylSd,0,600,37900
190,RL,10382,Inside,2fmCon,5,1958,1958,HdBoard,0,588,140000
50,RL,10800,Inside,1Fam,4,1949,1950,AsbShng,0,720,135000
160,RL,2268,Inside,Twnhs,5,2003,2004,VinylSd,0,764,173000
120,RL,7892,Inside,TwnhsE,5,1979,1979,Plywood,0,918,99500
20,FV,11639,Corner,1Fam,5,2007,2008,CemntBd,0,1428,182000
70,RL,11414,Corner,1Fam,8,1910,1993,HdBoard,0,728,167500
160,FV,2651,FR2,Twnhs,5,2000,2000,MetalSd,0,673,165000
30,RL,5900,Inside,1Fam,7,1923,1958,Wd Sdng,0,440,85500
120,FV,4274,Inside,TwnhsE,5,2006,2007,VinylSd,0,1241,199900
20,RL,9450,Inside,1Fam,5,1954,1954,MetalSd,0,894,110000
20,RL,8816,Corner,1Fam,6,1963,1963,VinylSd,0,1121,139000
85,RL,12122,Corner,1Fam,9,1961,2007,CemntBd,0,944,178400
60,RL,12203,Corner,1Fam,5,1998,1999,VinylSd,0,1225,336000
20,RL,3182,Inside,1Fam,5,2007,2007,VinylSd,0,1266,159895
60,RL,11250,Corner,1Fam,5,2002,2002,CemntBd,0,1128,255900
90,RL,10125,Inside,Duplex,5,1977,1977,Plywood,0,0,126000
190,RL,10880,Inside,2fmCon,5,1950,1950,MetalSd,0,1164,125000
50,RM,5310,Corner,1Fam,8,1910,2003,VinylSd,0,485,117000
20,RL,10159,Inside,1Fam,5,2009,2010,VinylSd,0,1930,395192
60,RL,12046,Inside,1Fam,6,1976,1976,Plywood,0,848,195000
60,FV,8125,Inside,1Fam,5,2006,2006,VinylSd,0,770,197000
60,RL,9452,Inside,1Fam,5,1997,1998,VinylSd,0,1396,348000
70,RM,17671,Corner,1Fam,9,1882,1986,Wd Sdng,0,916,168000
60,RL,9760,Inside,1Fam,8,1964,1993,Wd Sdng,117,822,187000
60,RL,8846,Inside,1Fam,5,2005,2006,VinylSd,0,750,173900
20,RL,12456,FR2,1Fam,5,2006,2007,CemntBd,0,1700,337500
50,RL,4712,Inside,1Fam,7,1946,1950,MetalSd,0,747,121600
20,RL,10659,Inside,1Fam,6,1961,1961,Wd Sdng,0,1050,136500
20,RL,11717,Inside,1Fam,6,1970,1970,HdBoard,0,1442,185000
30,RM,9786,Inside,1Fam,4,1922,1950,Wd Sdng,0,1007,91000
20,RL,6762,Inside,1Fam,5,2006,2006,VinylSd,0,1187,206000
20,RL,10206,Corner,1Fam,3,1952,1952,BrkComm,0,0,82000
30,RL,5400,Corner,1Fam,6,1920,1950,Wd Sdng,0,691,86000
20,RL,11957,Inside,1Fam,5,2006,2006,VinylSd,0,1574,232000
90,RL,11500,Corner,Duplex,6,1976,1976,VinylSd,0,1680,136905
120,RL,3182,Inside,TwnhsE,5,2005,2006,VinylSd,0,1346,181000
80,RL,8385,Inside,1Fam,8,1977,1977,HdBoard,0,985,149900
20,RL,12155,Inside,1Fam,3,1970,1970,Plywood,0,1657,163500
160,RM,2217,Inside,TwnhsE,4,1970,1970,CemntBd,273,546,88000
20,RL,12118,CulDSac,1Fam,5,2004,2005,VinylSd,0,1710,240000
50,RL,6000,Inside,1Fam,5,1926,1950,Wd Sdng,0,1008,102000
50,RL,21286,Inside,1Fam,5,1948,1950,Wd Sdng,0,720,135000
90,RL,9825,Inside,Duplex,5,1965,1965,AsphShn,0,0,100000
70,RL,10592,Inside,1Fam,7,1923,1996,Wd Sdng,0,602,165000
30,RM,7200,Inside,1Fam,4,1910,2006,MetalSd,465,1022,85000
20,RL,11664,Inside,1Fam,5,1948,1950,MetalSd,0,1082,119200
60,RL,8400,Inside,1Fam,6,2001,2001,VinylSd,0,810,227000
20,RL,11883,Inside,1Fam,5,1996,1996,VinylSd,0,1504,203000
120,RL,5814,CulDSac,TwnhsE,5,1984,1984,HdBoard,0,1220,187500
80,RL,10784,FR2,1Fam,5,1991,1992,HdBoard,0,384,160000
120,RL,3013,Inside,TwnhsE,5,2005,2005,VinylSd,0,1362,213490
20,RL,7024,Inside,1Fam,5,2005,2005,VinylSd,0,1132,176000
20,RL,7406,Inside,1Fam,5,2006,2006,VinylSd,0,1199,194000
50,RM,9439,Inside,1Fam,5,1930,1950,Wd Sdng,0,912,87000
120,RL,3182,Inside,TwnhsE,5,2005,2006,VinylSd,0,1346,191000
20,RL,15498,Corner,1Fam,6,1976,1976,Stone,400,1565,287000
20,RL,7700,Corner,1Fam,5,1972,1972,VinylSd,468,882,112500
20,RL,9300,Inside,1Fam,5,1960,1960,MetalSd,0,1268,167500
20,RL,9520,Inside,1Fam,5,2007,2008,VinylSd,0,1638,293077
50,RL,9492,Inside,1Fam,5,1941,1950,WdShing,41,768,105000
160,RM,1680,Inside,Twnhs,7,1972,1972,HdBoard,0,672,118000
190,RH,7082,Inside,2fmCon,8,1916,1995,VinylSd,0,686,160000
75,RL,15863,Corner,1Fam,3,1920,1970,Wd Sdng,0,824,197000
60,RL,14541,Corner,1Fam,7,1993,1993,MetalSd,0,1338,310000
20,RL,8125,Inside,1Fam,5,2002,2002,VinylSd,0,1654,230000
30,RL,6305,Inside,1Fam,7,1938,1950,MetalSd,0,920,119750
20,RL,11500,CulDSac,1Fam,3,1957,1957,Wd Sdng,0,0,84000
20,RL,12898,Inside,1Fam,5,2007,2008,VinylSd,0,1620,315500
60,RL,9240,Inside,1Fam,5,2001,2002,VinylSd,0,1055,287000
160,RM,1533,Inside,Twnhs,6,1970,2008,CemntBd,0,546,97000
180,RM,1477,Inside,TwnhsE,4,1970,1970,CemntBd,0,630,80000
20,RL,13125,Corner,1Fam,4,1957,2000,Wd Sdng,682,1134,155000
60,RL,9130,Inside,1Fam,8,1966,2000,HdBoard,64,800,173000
120,RL,5381,Inside,Twnhs,5,2005,2005,VinylSd,0,1306,196000
60,RL,11839,Inside,1Fam,5,1990,1990,HdBoard,0,1475,262280
20,RL,9600,Inside,1Fam,5,1981,1981,BrkFace,0,2524,278000
20,RL,13680,CulDSac,1Fam,5,1955,1955,BrkFace,0,0,139600
60,RL,16056,Inside,1Fam,5,2005,2006,CemntBd,0,1992,556581
20,RL,9245,Inside,1Fam,5,1994,1995,VinylSd,0,990,145000
20,RL,21750,Inside,1Fam,4,1960,2006,HdBoard,0,0,115000
20,RL,11100,Inside,1Fam,7,1946,2006,MetalSd,0,0,84900
20,RL,8993,Inside,1Fam,5,2007,2007,VinylSd,0,1302,176485
20,RL,11175,Corner,1Fam,5,2007,2007,VinylSd,0,1316,200141
60,RL,9500,Corner,1Fam,6,1964,1978,VinylSd,0,816,165000
20,RL,8562,Inside,1Fam,6,1957,2002,HdBoard,0,1216,144500
60,RL,11367,Corner,1Fam,5,2002,2002,VinylSd,0,1065,255000
20,RL,11361,Inside,1Fam,5,1976,1976,Plywood,0,1193,180000
120,RL,7052,Inside,TwnhsE,5,2005,2005,VinylSd,0,1364,185850
60,RL,29959,FR2,1Fam,6,1994,1994,HdBoard,0,973,248000
60,RL,11308,Inside,1Fam,5,2008,2008,VinylSd,0,1104,335000
50,RL,11275,Corner,1Fam,7,1932,1950,MetalSd,557,854,220000
120,RL,4920,Inside,TwnhsE,5,2001,2001,CemntBd,0,1338,213500
30,C (all),18000,Inside,1Fam,4,1935,1950,MetalSd,0,894,81000
190,RM,13600,Inside,2fmCon,5,1900,1950,Wd Sdng,0,662,90000
30,RM,6000,Inside,1Fam,6,1925,1980,MetalSd,0,1103,110500
20,RL,11000,CulDSac,1Fam,6,1966,1966,Plywood,230,1154,154000
60,RL,14000,Inside,1Fam,5,1996,1997,Wd Sdng,0,1306,328000
